HumanAnti	 AntiTextRank	 TextRankHuman
0.655172413793 0.75 0.206896551724
0.58064516129 0.688888888889 0.516129032258
0.529411764706 0.628205128205 0.5
0.657142857143 0.918918918919 0.485714285714
0.566666666667 0.641176470588 0.6
0.533333333333 0.709677419355 0.433333333333
0.458333333333 0.678321678322 0.416666666667
0.457142857143 0.541984732824 0.485714285714
0.4 0.125 0.0
0.272727272727 1.0 0.272727272727
0.41935483871 0.582608695652 0.41935483871
0.586206896552 0.727272727273 0.655172413793
0.571428571429 0.573770491803 0.47619047619
0.648648648649 0.468468468468 0.540540540541
0.5625 0.583333333333 0.59375
0.782608695652 0.360465116279 0.304347826087
0.296296296296 0.429752066116 0.37037037037
0.470588235294 0.239669421488 0.264705882353
0.361111111111 0.880952380952 0.277777777778
0.777777777778 0.714285714286 0.555555555556
0.36 0.41958041958 0.64
0.515151515152 0.916279069767 0.545454545455
0.571428571429 0.560606060606 0.5
0.533333333333 0.618055555556 0.7
0.46875 0.76354679803 0.5
0.333333333333 0.752873563218 0.424242424242
0.588235294118 0.531531531532 0.705882352941
0.5 0.62987012987 0.71875
0.6 0.831818181818 0.6
0.625 0.787234042553 0.666666666667
0.310344827586 0.676470588235 0.448275862069
0.689655172414 0.652892561983 0.689655172414
0.485714285714 0.451612903226 0.485714285714
0.708333333333 0.660714285714 0.5
0.444444444444 0.582608695652 0.472222222222
0.709677419355 1.0 0.709677419355
0.357142857143 0.437086092715 0.571428571429
0.567567567568 0.578231292517 0.567567567568
0.444444444444 0.352941176471 0.111111111111
0.555555555556 0.640845070423 0.481481481481
0.692307692308 0.660377358491 0.615384615385
0.653846153846 0.717277486911 0.653846153846
0.451612903226 0.757396449704 0.483870967742
0.740740740741 0.552 0.259259259259
0.333333333333 0.416058394161 0.5
0.678571428571 0.74025974026 0.714285714286
0.484848484848 0.449367088608 0.69696969697
0.548387096774 0.596330275229 0.354838709677
0.565217391304 0.508064516129 0.608695652174
0.583333333333 0.537931034483 0.583333333333
0.428571428571 0.697478991597 0.5
0.117647058824 0.333333333333 0.382352941176
0.411764705882 0.379746835443 0.735294117647
0.324324324324 0.565217391304 0.216216216216
0.72 0.647368421053 0.68
0.53125 0.720670391061 0.5
0.633333333333 0.677595628415 0.566666666667
0.678571428571 0.672566371681 0.714285714286
0.652173913043 0.483333333333 0.521739130435
0.478260869565 0.686131386861 0.652173913043
0.58064516129 0.828282828283 0.612903225806
0.724137931034 0.320574162679 0.689655172414
0.428571428571 0.88679245283 0.257142857143
0.355555555556 0.336898395722 0.444444444444
0.5 0.623376623377 0.533333333333
0.611111111111 0.566666666667 0.361111111111
0.740740740741 1.0 0.740740740741
0.65625 0.77868852459 0.65625
0.615384615385 0.863636363636 0.538461538462
0.371428571429 0.405594405594 0.542857142857
0.344827586207 0.775641025641 0.586206896552
0.51724137931 0.641666666667 0.551724137931
0.41935483871 0.685393258427 0.483870967742
0.294117647059 0.391061452514 0.323529411765
0.592592592593 0.872093023256 0.518518518519
0.583333333333 0.867647058824 0.583333333333
0.789473684211 0.561797752809 0.684210526316
0.444444444444 0.723270440252 0.638888888889
0.615384615385 0.596026490066 0.692307692308
0.566666666667 0.454545454545 0.533333333333
0.48275862069 0.738095238095 0.379310344828
0.4 0.454545454545 0.542857142857
0.314285714286 0.693548387097 0.514285714286
0.153846153846 0.426470588235 0.576923076923
0.648648648649 0.744966442953 0.540540540541
0.4 0.698924731183 0.485714285714
0.457142857143 0.54128440367 0.514285714286
0.542857142857 0.679611650485 0.457142857143
0.387096774194 0.492063492063 0.58064516129
0.310344827586 0.54128440367 0.413793103448
0.435897435897 0.509090909091 0.307692307692
0.740740740741 0.778443113772 0.703703703704
0.433333333333 0.680672268908 0.566666666667
0.148148148148 0.225 0.555555555556
